0,0
7,0
35,0
49,0
187,0
1,1
3,1
8,1
10,1
25,1
30,1
37,1
52,1
129,1
2,2
10,2
30,2
72,2
1,3
25,3
57,3
67,3
137,3
189,3
325,3
985,3
1121,3
42,4
45,4
1265,4
11,5
22,5
27,5
31,5
32,5
39,5
45,5
58,5
74,5
93,5
135,5
151,5
1283,5
0,7
7,7
12,7
21,7
26,7
49,7
196,7
218,7
1092,7
1114,7
1310,7
1,8
8,8
10,8
23,8
25,8
38,8
57,8
72,8
79,8
95,8
107,8
420,9
447,9
863,9
890,9
1,10
2,10
8,10
10,10
25,10
28,10
30,10
36,10
44,10
45,10
50,10
95,10
5,11
21,11
33,11
35,11
119,11
201,11
1109,11
1275,11
7,12
35,12
647,12
663,12
1275,12
209,14
1101,14
513,15
797,15
214,16
1096,16
325,18
653,18
657,18
985,18
7,21
11,21
21,21
49,21
80,21
141,21
156,21
1299,21
5,22
23,22
33,22
35,22
45,22
75,22
105,22
117,22
624,22
686,22
1193,22
1205,22
1265,22
8,23
22,23
23,23
28,23
37,23
45,23
70,23
92,23
107,23
1218,23
1,25
3,25
8,25
10,25
25,25
28,25
30,25
59,25
79,25
249,25
653,25
657,25
1061,25
1251,25
1285,25
7,26
35,26
89,26
10,28
23,28
25,28
28,28
32,28
38,28
42,28
52,28
67,28
92,28
156,28
351,28
562,28
748,28
959,28
1287,28
1,30
2,30
10,30
25,30
67,30
78,30
79,30
92,30
141,30
1169,30
1218,30
5,31
35,31
75,31
296,31
564,31
579,31
731,31
746,31
1014,31
5,32
28,32
42,32
47,32
236,32
1268,32
11,33
22,33
151,33
186,33
295,33
1159,33
0,35
11,35
22,35
26,35
31,35
39,35
49,35
54,35
58,35
151,35
212,35
10,36
52,36
1,37
23,37
45,37
1287,37
8,38
28,38
78,38
248,38
1062,38
5,39
35,39
47,39
1263,39
1305,39
4,42
28,42
32,42
42,42
377,42
933,42
43,43
95,43
505,43
579,43
731,43
805,43
10,44
28,44
44,44
1282,44
5,45
10,45
22,45
23,45
37,45
45,45
52,45
87,45
105,45
199,45
602,45
708,45
1287,45
79,46
1231,46
32,47
39,47
74,47
123,47
0,49
7,49
21,49
35,49
54,49
68,49
402,49
908,49
10,50
79,50
95,50
1215,50
325,51
985,51
1,52
28,52
36,52
45,52
52,52
157,52
493,52
35,54
49,54
462,54
848,54
3,57
8,57
1302,57
5,58
35,58
75,58
25,59
201,59
1109,59
417,61
893,61
355,63
955,63
3,67
28,67
30,67
67,67
95,67
110,67
1307,67
49,68
23,70
440,71
870,71
2,72
8,72
79,72
95,72
107,72
105,73
407,73
903,73
5,74
47,74
105,74
117,74
333,74
646,74
664,74
977,74
22,75
31,75
58,75
155,77
30,78
38,78
52,78
1258,78
8,79
25,79
30,79
50,79
72,79
107,79
1302,79
21,80
378,81
932,81
259,86
298,86
1012,86
1051,86
45,87
87,87
356,87
559,87
751,87
954,87
1265,87
26,89
205,89
449,89
533,89
628,89
682,89
777,89
861,89
1105,89
23,92
28,92
30,92
5,93
161,93
8,95
10,95
43,95
50,95
67,95
72,95
95,95
110,95
112,95
127,95
172,95
1238,95
1260,95
1300,95
420,98
890,98
70,100
1240,100
186,103
401,103
909,103
1124,103
22,105
45,105
73,105
74,105
130,105
140,105
8,107
23,107
72,107
79,107
582,107
728,107
1238,107
67,110
95,110
95,112
376,112
934,112
1215,112
418,115
892,115
22,117
74,117
117,117
11,119
319,119
624,122
686,122
47,123
159,123
28,127
95,127
207,127
1282,127
480,128
830,128
1,129
23,130
105,130
1287,130
5,135
1305,135
3,137
219,137
105,140
149,140
177,140
21,141
141,141
216,148
438,148
872,148
1094,148
140,149
5,151
33,151
35,151
77,155
21,156
28,156
1282,156
1289,156
52,157
157,157
169,157
1141,157
1258,157
157,158
1153,158
123,159
93,161
490,161
820,161
571,162
739,162
438,164
872,164
624,169
686,169
95,172
217,175
1093,175
189,176
465,176
845,176
140,177
353,184
599,184
711,184
957,184
33,186
0,187
222,187
518,187
792,187
176,189
13,190
154,190
482,190
828,190
1156,190
1297,190
25,194
1285,194
7,196
196,196
647,196
663,196
45,199
11,201
574,201
736,201
458,203
852,203
127,207
574,208
736,208
35,212
67,212
1243,212
217,217
253,217
1057,217
137,219
7,222
139,222
187,222
1171,222
1303,222
32,236
520,240
790,240
401,245
909,245
564,246
746,246
25,249
629,249
681,249
547,262
763,262
33,295
303,316
351,316
959,316
1007,316
119,319
86,334
1224,334
341,347
969,347
420,348
890,348
112,358
1198,358
134,359
1176,359
206,364
398,364
912,364
1104,364
400,367
910,367
155,369
1155,369
110,372
1200,372
166,374
1144,374
480,378
830,378
162,385
1148,385
125,387
1185,387
79,396
1231,396
199,399
1111,399
356,403
954,403
269,418
385,418
925,418
1041,418
45,424
1265,424
477,431
833,431
127,432
1183,432
559,438
751,438
67,443
1243,443
52,493
651,501
659,501
432,551
878,551
35,604
1275,604
436,621
874,621
375,673
935,673
520,688
790,688
45,695
1265,695
67,696
1243,696
649,746
661,746
527,799
783,799
318,802
992,802
449,805
861,805
395,808
915,808
271,848
1039,848
157,849
1153,849
5,855
1305,855
52,858
1258,858
469,864
841,864
8,869
1302,869
621,872
689,872
329,876
981,876
619,882
691,882
646,884
664,884
fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
